CODIGO;DESCRICAO;GRUPO;COD_GRUPO
009146-4;535iA 3.0 24cv 306cv Bi-Turbo;BMW - TODOS;41
009148-0;535iA GT 3.0 306cv Bi-Turbo;BMW - TODOS;41
009179-0;535iA M Sport 3.0 24V 306cv Bi-Turbo;BMW - TODOS;41
009147-2;550iA 4.4 32V 407cv Bi-Turbo;BMW - TODOS;41
009137-5;550iA Limited Sport Edition 4.8 32V;BMW - TODOS;41
009177-4;640i Gran Coupe 3.0 320cv 4p;BMW - TODOS;41
009188-0;650i Gran Coupe 4.4 V8 450cv 4p;BMW - TODOS;41
009141-3;650iA Limited Sport  Edition 4.8 32V;BMW - TODOS;41
009106-5;BMW - 120i 2.0 16V 150cv/ 156cv 5p;BMW - TODOS;41
009105-7;BMW - 120iA 2.0 16V 150cv/ 156cv 5p;BMW - TODOS;41
009129-4;BMW - 120iA 2.0 16V 156cv 3p;BMW - TODOS;41
009130-8;BMW - 120iA Cabrio 2.0 16V 156cv 2p;BMW - TODOS;41
009109-0;BMW - 130i 3.0 24V 265cv 5p;BMW - TODOS;41
009126-0;BMW - 130iA 3.0 24V 265cv 3p;BMW - TODOS;41
009117-0;BMW - 130iA 3.0 24V 265cv 5p;BMW - TODOS;41
009059-0;BMW - 316 (todas);BMW - TODOS;41
009062-0;BMW - 318i Cabrio 1.8 16V;BMW - TODOS;41
009001-8;BMW - 318i/iA 1.8 16V;BMW - TODOS;41
009061-1;BMW - 318i/iA Compact 1.8 16V;BMW - TODOS;41
009002-6;BMW - 318iS/ISA 1.9 16V;BMW - TODOS;41
009003-4;BMW - 318Ti Compact Mec;BMW - TODOS;41
009060-3;BMW - 318Ti/TiA Compact 1.9 16V;BMW - TODOS;41
009038-7;BMW - 320i;BMW - TODOS;41
009039-5;BMW - 320iA;BMW - TODOS;41
009057-3;BMW - 323Ci Coupê;BMW - TODOS;41
009058-1;BMW - 323CiA Coupê;BMW - TODOS;41
009063-8;BMW - 323i 2.5 24V;BMW - TODOS;41
009040-9;BMW - 323i Confort;BMW - TODOS;41
009083-2;BMW - 323i Sport;BMW - TODOS;41
009030-1;BMW - 323i Touring;BMW - TODOS;41
009042-5;BMW - 323i/iA Exclusive;BMW - TODOS;41
009064-6;BMW - 323iA 2.5 24V;BMW - TODOS;41
009041-7;BMW - 323iA Confort;BMW - TODOS;41
009054-9;BMW - 323iA Entry Sedan;BMW - TODOS;41
009043-3;BMW - 323iA Sport;BMW - TODOS;41
009056-5;BMW - 323iA Top Sedan;BMW - TODOS;41
009044-1;BMW - 323iA Touring;BMW - TODOS;41
009031-0;BMW - 323Ti Compact;BMW - TODOS;41
009032-8;BMW - 323Ti Compact Sport;BMW - TODOS;41
009033-6;BMW - 323TiA Compact Top;BMW - TODOS;41
009004-2;BMW - 325i;BMW - TODOS;41
009005-0;BMW - 325i/iA Cabrio;BMW - TODOS;41
009036-0;BMW - 325iA;BMW - TODOS;41
009094-8;BMW - 325iA 2.5 24V Protection;BMW - TODOS;41
009091-3;BMW - 325iA Coupé 2.5 24V 2p;BMW - TODOS;41
009112-0;BMW - 325iA Touring;BMW - TODOS;41
009066-2;BMW - 328i Exclusive 2.8 24V;BMW - TODOS;41
009034-4;BMW - 328i Touring/Sport;BMW - TODOS;41
009006-9;BMW - 328i/iA   ( modelo antigo );BMW - TODOS;41
009086-7;BMW - 328i/iA (novo modelo);BMW - TODOS;41
009022-0;BMW - 328i/iA Cabrio;BMW - TODOS;41
009067-0;BMW - 328iA Exclusive 2.8 24V;BMW - TODOS;41
009065-4;BMW - 328iA Touring/Sport;BMW - TODOS;41
009093-0;BMW - 330Ci Cabriolet;BMW - TODOS;41
009087-5;BMW - 330CiA Cabriolet;BMW - TODOS;41
009092-1;BMW - 330i MotorSport 3.0 24V 4p;BMW - TODOS;41
009113-8;BMW - 330iA Exclusive 3.0 24V 4p;BMW - TODOS;41
009088-3;BMW - 330iA MotorSport 4p;BMW - TODOS;41
009089-1;BMW - 330iA Top 4p;BMW - TODOS;41
009122-7;BMW - 335iA 3.0 24V 306cv;BMW - TODOS;41
009124-3;BMW - 335iA Cabriolet 3.0 24V 306cv;BMW - TODOS;41
009047-6;BMW - 520i 2.0 16V;BMW - TODOS;41
009007-7;BMW - 525i/iA;BMW - TODOS;41
009068-9;BMW - 525i/iA Touring;BMW - TODOS;41
009008-5;BMW - 528i/iA;BMW - TODOS;41
009023-9;BMW - 528IA High;BMW - TODOS;41
009024-7;BMW - 528IA Touring;BMW - TODOS;41
009009-3;BMW - 530i/iA;BMW - TODOS;41
009069-7;BMW - 530i/iA Touring;BMW - TODOS;41
009037-9;BMW - 535i/iA 3.5 24V;BMW - TODOS;41
009010-7;BMW - 540i;BMW - TODOS;41
009017-4;BMW - 540i/iA Touring;BMW - TODOS;41
009025-5;BMW - 540iA;BMW - TODOS;41
009084-0;BMW - 540iA MotorSport;BMW - TODOS;41
009026-3;BMW - 540iA Protection;BMW - TODOS;41
009052-2;BMW - 540iTA;BMW - TODOS;41
009102-2;BMW - 545iA 4.4 32V V8 333cv;BMW - TODOS;41
009110-3;BMW - 550iA 4.8 32V;BMW - TODOS;41
009125-1;BMW - 550iA Security 4.8 32V;BMW - TODOS;41
009111-1;BMW - 645Ci Cabriolet 4.4 V8 32V 333cv;BMW - TODOS;41
009103-0;BMW - 645iA 4.4 V8 32V 333cv;BMW - TODOS;41
009115-4;BMW - 650Ci Cabriolet 4.8 V8 32V 360cv;BMW - TODOS;41
009114-6;BMW - 650iA 4.8 V8 32V 360cv;BMW - TODOS;41
009048-4;BMW - 730i 3.0 32V;BMW - TODOS;41
009049-2;BMW - 730iA 3.0 32V;BMW - TODOS;41
009070-0;BMW - 735i/iA 3.5 32V;BMW - TODOS;41
009011-5;BMW - 740i;BMW - TODOS;41
009027-1;BMW - 740iA;BMW - TODOS;41
009072-7;BMW - 740iL/iLA Highline 4.4 32V;BMW - TODOS;41
009053-0;BMW - 740iLA Protection;BMW - TODOS;41
009096-4;BMW - 745iA 4.4 V8 32V 333cv;BMW - TODOS;41
009012-3;BMW - 750i;BMW - TODOS;41
009028-0;BMW - 750iA;BMW - TODOS;41
009071-9;BMW - 750iL Highline 5.4 24V;BMW - TODOS;41
009099-9;BMW - 760iL 6.0 V12 445cv;BMW - TODOS;41
009050-6;BMW - 840Ci;BMW - TODOS;41
009051-4;BMW - 840CiA;BMW - TODOS;41
009077-8;BMW - 850Ci/CiA 5.0 24V;BMW - TODOS;41
009078-6;BMW - 850Ci/CiA 5.4 24V;BMW - TODOS;41
009076-0;BMW - 850CSi 5.6 24V;BMW - TODOS;41
009013-1;BMW - 850i 5.0 24V;BMW - TODOS;41
009079-4;BMW - M Roadster;BMW - TODOS;41
009073-5;BMW - M3 3.2 24V;BMW - TODOS;41
009074-3;BMW - M3 Cabrio 3.0 24V;BMW - TODOS;41
009014-0;BMW - M3 Coupê 3.0 24V 255cv;BMW - TODOS;41
009029-8;BMW - M3 Coupê 3.0 V6 24V 282cv;BMW - TODOS;41
009127-8;BMW - M3 Coupê 4.0 32V 408cv;BMW - TODOS;41
009133-2;BMW - M3 Sedan 4.0 32V;BMW - TODOS;41
009015-8;BMW - M5 3.8/Touring 3.8 24V;BMW - TODOS;41
009075-1;BMW - M5 5.0 32V/ 40V;BMW - TODOS;41
009108-1;BMW - M6 5.0 V10 40V 507cv;BMW - TODOS;41
009104-9;BMW - X3 Family 2.5 24V 192cv/ 218cv;BMW - TODOS;41
009101-4;BMW - X3 Family 3.0 24V 231cv;BMW - TODOS;41
009118-9;BMW - X3 Sport 2.5 24V 192cv/ 218cv;BMW - TODOS;41
009100-6;BMW - X3 Sport 3.0 24V 231cv;BMW - TODOS;41
009081-6;BMW - X5 3.0 4x4;BMW - TODOS;41
009082-4;BMW - X5 4.4 4x4;BMW - TODOS;41
009107-3;BMW - X5 4.8 4x4 V8 32V 360cv;BMW - TODOS;41
009128-6;BMW - X5 Endurance 4.8is 4x4 V8 32V 355cv Aut.;BMW - TODOS;41
009119-7;BMW - X5 Security 4.4 4x4 V8 32V;BMW - TODOS;41
009095-6;BMW - X5 Sport 4.4 4x4 V8 32V;BMW - TODOS;41
009123-5;BMW - X5 Sport 4.8 4x4 V8 32V 355cv;BMW - TODOS;41
009131-6;BMW - X6 XDRIVE 35i 3.0 306cv Bi-Turbo;BMW - TODOS;41
009132-4;BMW - X6 XDRIVE 50i 4.4 407cv Bi-Turbo;BMW - TODOS;41
009020-4;BMW - Z3 2.8 Aut;BMW - TODOS;41
009019-0;BMW - Z3 2.8 Mec;BMW - TODOS;41
009085-9;BMW - Z3 3.0 24V Roadster 2p;BMW - TODOS;41
009016-6;BMW - Z3 Roadster 1.9 Mec;BMW - TODOS;41
009018-2;BMW - Z3 Roadster M 3.2;BMW - TODOS;41
009121-9;BMW - Z4 Coupé M 3.2 V6 24V 343cv;BMW - TODOS;41
009116-2;BMW - Z4 Roadster 2.0 150cv 2p;BMW - TODOS;41
009097-2;BMW - Z4 Roadster 3.0 V6 24V Aut.;BMW - TODOS;41
009120-0;BMW - Z4 Roadster M 3.2 V6 24V 343cv;BMW - TODOS;41
009098-0;BMW - Z4 Roadster Sport 3.0 24V 231cv Aut.;BMW - TODOS;41
009090-5;BMW - Z8 5.0 V8;BMW - TODOS;41
009159-6;BMW 118 HATCH IA 1.6 TURBO 16V AUT.;BMW - TODOS;41
009152-9;BMW 118 HATCH IA 2.0 16V;BMW - TODOS;41
009169-3;BMW 118 HATCH IA FULL 1.6 TURBO 16V AUT.;BMW - TODOS;41
009155-3;BMW 318 SEDAN IA 2.0 16V;BMW - TODOS;41
009164-2;BMW 320 SEDAN IA 2.0 16V TURBO;BMW - TODOS;41
009165-0;BMW 320 SEDAN IA MODERN 2.0 16V TURBO;BMW - TODOS;41
009160-0;BMW 328 SEDAN IA 2.0 16V;BMW - TODOS;41
009161-8;BMW 328 SEDAN IA LUXURY 2.0 16V;BMW - TODOS;41
009170-7;BMW 335 SEDAN IA SPORT 3.0 24V;BMW - TODOS;41
009168-5;BMW 528 SEDAN IA 2.0 16V TURBO 245CV AUT.;BMW - TODOS;41
009158-8;BMW 650 CABRIOLET I 4.4 V8 407CV BI-TURBO;BMW - TODOS;41
009166-9;BMW 650 COUPE IA 4.4 V8 407CV BI-TURBO;BMW - TODOS;41
009154-5;BMW 750 SEDAN ILA 4.4 ACTIVE HYBRID7;BMW - TODOS;41
009156-1;BMW X3 XDRIVE 28I 3.0 24V;BMW - TODOS;41
009151-0;BMW X3 XDRIVE 35I 3.0 V6 BI TURBO;BMW - TODOS;41
009149-9;BMW X5 XDRIVE 35I 3.0 BI-TURBO 4X4;BMW - TODOS;41
009150-2;BMW X5 XDRIVE 50I 4.4 BI-TURBO 4X4;BMW - TODOS;41
009153-7;BMW X5 XDRIVE 50I SECURITY 4.4 4X4;BMW - TODOS;41
009212-6;BMW-120iA Sport 2.0 ActiveFlex 16V Aut.;BMW - TODOS;41
009217-7;BMW-220iTourer Active Flex 2.0 TB Aut.;BMW - TODOS;41
009208-8;BMW-225i Active Tourer Sport 2.0 TB Aut.;BMW - TODOS;41
009213-4;BMW-320iA 2.0 TB M Sport ActiveFlex 16V 4p;BMW - TODOS;41
009215-0;BMW-328iA M Sport 2.0 16V Flex 4p;BMW - TODOS;41
009203-7;BMW-420i Cabriolet Sport 2.0 TB 184cv 2p;BMW - TODOS;41
009201-0;BMW-428i Gran Coupe M Sport 2.0 TB 245cv;BMW - TODOS;41
009202-9;BMW-428i Gran Coupe Sport 2.0 TB 245cv;BMW - TODOS;41
009220-7;BMW-430i Cab. Sport Limited Ed.2.0 TB 2p;BMW - TODOS;41
009224-0;BMW-430i Cabriolet Sport 2.0 TB 252cv 2p;BMW - TODOS;41
009221-5;BMW-430i Gran Coupé M Sport TB 5p;BMW - TODOS;41
009226-6;BMW-530i M Sport 2.0 Turbo 252cv Aut.;BMW - TODOS;41
009225-8;BMW-540i M Sport 3.0 Turbo 340cv Aut.;BMW - TODOS;41
009211-8;BMW-750i M Sport Sedan 4.4 V8 450cv Aut.;BMW - TODOS;41
009219-3;BMW-750iL M Sport Sedan 4.4 V8 450cv Aut.;BMW - TODOS;41
009196-0;BMW-i3 Rex E Drive 170cv Aut.(Elétrico);BMW - TODOS;41
009195-2;BMW-i3 Rex E Drive Full 170cv Aut.(Elétrico);BMW - TODOS;41
009197-9;BMW-i8 e-Drive 1.5 TB 12V 362cv Aut.;BMW - TODOS;41
009223-1;BMW-M 240i Coupe 3.0 24V 340cv 2p;BMW - TODOS;41
009222-3;BMW-M140i 3.0  24v 340cv 5p;BMW - TODOS;41
009218-5;BMW-M2 Coupe 3.0 Turbo 24V 370cv;BMW - TODOS;41
009209-6;BMW-M3 Sedan 3.0 Bi-Turbo 24V 4p;BMW - TODOS;41
009210-0;BMW-M4 Cabriolet 3.0 Bi-Turbo 24V 431cv 2p;BMW - TODOS;41
009206-1;BMW-M4 Coupe 3.0 Bi-Turbo 24V 431cv 2p;BMW - TODOS;41
009216-9;BMW-X1 XDRIVE 25i Sport 2.0/2.0 Flex Aut.;BMW - TODOS;41
009200-2;BMW-X1 XDRIVE 28i Sport 2.0 ActiveFlex Aut.;BMW - TODOS;41
009198-7;BMW-X4 XDRIVE 28i X-Line 2.0 Turbo 245cv Aut;BMW - TODOS;41
009199-5;BMW-X4 XDRIVE 35i M-Sport 3.0 TB 306cv Aut.;BMW - TODOS;41
009214-2;BMW-X5 XDRIVE 30d 3.0 258cv Diesel;BMW - TODOS;41
009205-3;BMW-X5 XDRIVE 30d Full 3.0 258cv Diesel;BMW - TODOS;41
009207-0;BMW-X5 XDRIVE M50d 3.0 381cv Diesel;BMW - TODOS;41
009204-5;BMW-X6 XDRIVE 50i M Sport 4.4 Bi-Turbo;BMW - TODOS;41
009178-2;M 135i 3.0 24V 320cv;BMW - TODOS;41
009193-6;M 235i Coupe 3.0 24V 326cv;BMW - TODOS;41
009157-0;M1 Coupê 3.0 24V 340cv;BMW - TODOS;41
009234-7;M2 Competition 3.0 Bi-Turbo 410cv;BMW - TODOS;41
009134-0;M3 Cabrio 4.0 32V;BMW - TODOS;41
009230-4;M4 CS Coupe 3.0 Bi-Turbo 460cv 2p;BMW - TODOS;41
009173-1;M5 4.4 560cv Bi-Turbo Aut.;BMW - TODOS;41
009232-0;M5 M XDRIVE 4.4 Bi-TB V8;BMW - TODOS;41
009233-9;M5 Perform. Pack M XDRIVE 4.4 Bi-TB V8;BMW - TODOS;41
009181-2;M6 Coupe 4.4 Bi-Turbo V8 32V;BMW - TODOS;41
009186-3;M6 Gran Coupe 4.4 Bi-Turbo V8 32V 560cv;BMW - TODOS;41
009145-6;X1 SDRIVE 18i 2.0 16V 4x2 Aut.;BMW - TODOS;41
009172-3;X1 SDRIVE 20i 2.0/2.0 TB 16V Flex Aut.;BMW - TODOS;41
009239-8;X1 SDRIVE 20i X-Line 2.0 TB Active Flex ;BMW - TODOS;41
009167-7;X1 XDRIVE 28i 2.0 Turbo 16V 4x4 Aut.;BMW - TODOS;41
009142-1;X1 XDRIVE 28i 3.0 24V 4x4 Aut.;BMW - TODOS;41
009235-5;X2 SDRIVE 18i 1.5 ActiveFlex 136cv Aut.;BMW - TODOS;41
009231-2;X2 SDRIVE 20i 2.0 TB 16V 192cv Aut.;BMW - TODOS;41
009229-0;X2 SDRIVE 20i M Sport 2.0 TB 192cv Aut.;BMW - TODOS;41
009227-4;X3 M40i 3.0 Turbo V6 360cv Aut.;BMW - TODOS;41
009180-4;X3 XDRIVE 20i 2.0 Bi-Turbo 184cv Aut.;BMW - TODOS;41
009175-8;X3 XDRIVE 28i 2.0 Turbo 245cv Aut.;BMW - TODOS;41
009228-2;X3 XDRIVE 30i X-Line 2.0 Turbo 252cv Aut;BMW - TODOS;41
009237-1;X4 M40i 3.0 Turbo V6 360cv Aut.;BMW - TODOS;41
009236-3;X4 XDRIVE 30i M-Sport 2.0 Tb. 252cv Aut;BMW - TODOS;41
009143-0;X5 M 4.4 4x4 V8 32V 555cv Bi-Turbo Aut.;BMW - TODOS;41
009140-5;X5 Security 4.8is 4x4 V8 32V 355cv Aut.;BMW - TODOS;41
009192-8;X5 XDRIVE 35i Full 3.0 306cv Bi-Turbo;BMW - TODOS;41
009191-0;X5 XDRIVE 50i M Sport 4.4 Bi-Turbo;BMW - TODOS;41
009144-8;X6 M 4.4 4x4 V8 32V 555cv Bi-Turbo Aut.;BMW - TODOS;41
009021-2;Z3 Roadster 2.8;BMW - TODOS;41
009174-0;Z4 Roadster sDRIVE 20i 2.0 16V 2p Aut;BMW - TODOS;41
009138-3;Z4 Roadster sDRIVE 23i 2.5 24V 204cv 2p;BMW - TODOS;41
009139-1;Z4 Roadster sDRIVE 35i 3.0 24V 306cv 2p;BMW - TODOS;41
803001-4;BMW - F 650;BMW - MOTOS TODAS;42
803019-7;BMW - F 650 CS;BMW - MOTOS TODAS;42
803015-4;BMW - F 650 GS;BMW - MOTOS TODAS;42
803034-0;BMW - F 800 GS 798cc;BMW - MOTOS TODAS;42
803030-8;BMW - F 800 S 798cc;BMW - MOTOS TODAS;42
803035-9;BMW - G 450 X;BMW - MOTOS TODAS;42
803031-6;BMW - G 650 X Challenge;BMW - MOTOS TODAS;42
803033-2;BMW - G 650 X Country;BMW - MOTOS TODAS;42
803032-4;BMW - G 650 X Moto;BMW - MOTOS TODAS;42
803002-2;BMW - K 1100 LT;BMW - MOTOS TODAS;42
803003-0;BMW - K 1100 RS;BMW - MOTOS TODAS;42
803023-5;BMW - K 1200 GT;BMW - MOTOS TODAS;42
803004-9;BMW - K 1200 LT;BMW - MOTOS TODAS;42
803027-8;BMW - K 1200 R;BMW - MOTOS TODAS;42
803005-7;BMW - K 1200 RS;BMW - MOTOS TODAS;42
803026-0;BMW - K 1200 S;BMW - MOTOS TODAS;42
803007-3;BMW - R 1100 GS;BMW - MOTOS TODAS;42
803006-5;BMW - R 1100 GS-75;BMW - MOTOS TODAS;42
803008-1;BMW - R 1100 R;BMW - MOTOS TODAS;42
803009-0;BMW - R 1100 RS;BMW - MOTOS TODAS;42
803010-3;BMW - R 1100 RT;BMW - MOTOS TODAS;42
803011-1;BMW - R 1100 S;BMW - MOTOS TODAS;42
803012-0;BMW - R 1150 GS;BMW - MOTOS TODAS;42
803020-0;BMW - R 1150 GS Adventure;BMW - MOTOS TODAS;42
803016-2;BMW - R 1150 R/ R 1150 R Rockster;BMW - MOTOS TODAS;42
803018-9;BMW - R 1150 RS;BMW - MOTOS TODAS;42
803017-0;BMW - R 1150 RT;BMW - MOTOS TODAS;42
803013-8;BMW - R 1200 C AVANTGARD;BMW - MOTOS TODAS;42
803014-6;BMW - R 1200 C Classic;BMW - MOTOS TODAS;42
803021-9;BMW - R 1200 C Independent;BMW - MOTOS TODAS;42
803022-7;BMW - R 1200 CL;BMW - MOTOS TODAS;42
803024-3;BMW - R 1200 GS;BMW - MOTOS TODAS;42
803029-4;BMW - R 1200 GS Adventure;BMW - MOTOS TODAS;42
803028-6;BMW - R 1200 GS HP2;BMW - MOTOS TODAS;42
803025-1;BMW - R 1200 RT;BMW - MOTOS TODAS;42
803039-1;BMW MOTO F 800 R;BMW - MOTOS TODAS;42
803038-3;BMW MOTO K 1300 GT;BMW - MOTOS TODAS;42
803037-5;BMW MOTO K 1300 R;BMW - MOTOS TODAS;42
803036-7;BMW MOTO K 1300 S;BMW - MOTOS TODAS;42
803044-8;BMW MOTO R 1200 R CLASSIC;BMW - MOTOS TODAS;42
803057-0;BMW-C 650 GT;BMW - MOTOS TODAS;42
803059-6;BMW-F 700 GS;BMW - MOTOS TODAS;42
803060-0;BMW-G 310 R;BMW - MOTOS TODAS;42
803058-8;BMW-S 1000 XR;BMW - MOTOS TODAS;42
803053-7;C 600 Sport;BMW - MOTOS TODAS;42
803067-7;F 750 GS Premium;BMW - MOTOS TODAS;42
803066-9;F 750 GS Sport;BMW - MOTOS TODAS;42
803051-0;F 800 GS Adventure;BMW - MOTOS TODAS;42
803050-2;F 800 GS TRIPLE BLACK/ TROPHY;BMW - MOTOS TODAS;42
803069-3;F 850 GS Premium;BMW - MOTOS TODAS;42
803068-5;F 850 GS Sport;BMW - MOTOS TODAS;42
803062-6;G 310 GS;BMW - MOTOS TODAS;42
803040-5;G 650 GS;BMW - MOTOS TODAS;42
803045-6;G 650 GS SERTÃO;BMW - MOTOS TODAS;42
803061-8;K 1600 BAGGER;BMW - MOTOS TODAS;42
803042-1;K 1600 GT ;BMW - MOTOS TODAS;42
803043-0;K 1600 GTL;BMW - MOTOS TODAS;42
803054-5;K 1600 GTL Exclusive;BMW - MOTOS TODAS;42
803064-2;R 1200 GS Adventure Exclusive;BMW - MOTOS TODAS;42
803063-4;R 1200 GS Adventure RALLYE;BMW - MOTOS TODAS;42
803048-0;R 1200 GS Adventure Triple Black;BMW - MOTOS TODAS;42
803065-0;R 1200 GS Exclusive;BMW - MOTOS TODAS;42
803047-2;R 1200 GS RALLYE;BMW - MOTOS TODAS;42
803049-9;R 1200 GS TRIPLE BLACK;BMW - MOTOS TODAS;42
803055-3;R 1200 Nine T;BMW - MOTOS TODAS;42
803056-1;S 1000 R;BMW - MOTOS TODAS;42
803041-3;S 1000 RR;BMW - MOTOS TODAS;42
803046-4;S1000 RR HP4 COMPETITION;BMW - MOTOS TODAS;42
803052-9;S1000 RR HP4 STREET;BMW - MOTOS TODAS;42
804001-0;BRANDY - ELEGANT 50;BRANDY MOTOS - TODAS;43
804002-8;BRANDY - FOSTI 125;BRANDY MOTOS - TODAS;43
804009-5;BRANDY - PISTA 70;BRANDY MOTOS - TODAS;43
804011-7;BRANDY - TURBO PLUS;BRANDY MOTOS - TODAS;43
804012-5;BRANDY - ZANELLA NEW FIRE 50 FULL;BRANDY MOTOS - TODAS;43
039001-1;BRM - Buggy 1.6;BRM BUGGY;44
039002-0;BRM - Buggy WAY Turing/ Luxo 1.6 8V 69cv;BRM BUGGY;44
846006-0;BUELL - 1125R;BUELL MOTOS - TODAS;45
846005-1;BUELL - FIREBOLT XB12 R;BUELL MOTOS - TODAS;45
846002-7;BUELL - LIGHTNING CITY CROSS XB9SX;BUELL MOTOS - TODAS;45
846003-5;BUELL - LIGHTNING XB12S;BUELL MOTOS - TODAS;45
846008-6;BUELL - LIGHTNING XB12Scg;BUELL MOTOS - TODAS;45
846004-3;BUELL - LIGHTNING XB12Ss;BUELL MOTOS - TODAS;45
846007-8;BUELL - LIGHTNING XB12STT;BUELL MOTOS - TODAS;45
846001-9;BUELL - ULYSSES XB12X;BUELL MOTOS - TODAS;45
846009-4;BUELL STREET 1125 CR;BUELL MOTOS - TODAS;45
040001-7;Buggy - Buggy 1.6 2-Lug.;BUGGY - TODOS;46
040002-5;Buggy - Buggy 1.6/ TST/ RS 1.6 4-Lug.;BUGGY - TODOS;46
040003-3;Buggy RS Evolution 1.8 8V;BUGGY - TODOS;46
062002-5;Buggy VII;BUGGY - TODOS;46
062001-7;Bugre - Buggy IV e V;BUGGY - TODOS;46
079002-8;Fyber-Buggy 2000W 1.6 8V;BUGGY - TODOS;46
842001-7;byCristo - Triciclo Star I / Sport;BYCRISTO TRICICLO;48
842002-5;byCristo - Triciclo Star II / Top;BYCRISTO TRICICLO;48
842003-3;byCristo - Triciclo Star II Top / Super Top;BYCRISTO TRICICLO;48
041001-2;Cadillac - Deville/Eldorado 4.9;CADILLAC - TODOS;49
041002-0;Cadillac - Seville 4.6;CADILLAC - TODOS;49
805007-4;CAGIVA - CANYON 500;CAGIVA MOTOS ACIMA DE 450CC;50
805001-5;CAGIVA - ELEFANT 750;CAGIVA MOTOS ACIMA DE 450CC;50
805002-3;CAGIVA - ELEFANT 900;CAGIVA MOTOS ACIMA DE 450CC;50
805003-1;CAGIVA - GRAN CANYON 900;CAGIVA MOTOS ACIMA DE 450CC;50
805010-4;CAGIVA - NAVIGATOR 1000;CAGIVA MOTOS ACIMA DE 450CC;50
805009-0;CAGIVA - V-RAPTOR 1000;CAGIVA MOTOS ACIMA DE 450CC;50
805008-2;CAGIVA - W-16 600cc;CAGIVA MOTOS ACIMA DE 450CC;50
805004-0;CAGIVA - MITO 125;CAGIVA MOTOS ATE 450CC;51
805005-8;CAGIVA - PLANET 125;CAGIVA MOTOS ATE 450CC;51
805006-6;CAGIVA - ROADSTER 200cc;CAGIVA MOTOS ATE 450CC;51
806001-0;CALOI - MOBILETE 50cc;CALOI MOBILETE;52
806002-9;CALOI - MONDO 75cc;CALOI MONDO;53
042001-8;CBT Jipe - Javali 3.0 4x4 Diesel;CBT JIPE;54
502001-8;CHEVROLET - 11000 2p (diesel);CHEVROLET CAMINHOES - TODOS;55
502002-6;CHEVROLET - 11000 3-Eixos 2p (diesel);CHEVROLET CAMINHOES - TODOS;55
502003-4;CHEVROLET - 12000 2p (diesel);CHEVROLET CAMINHOES - TODOS;55
502004-2;CHEVROLET - 12000 3-Eixos 2p (diesel);CHEVROLET CAMINHOES - TODOS;55
502005-0;CHEVROLET - 13000 2p (diesel);CHEVROLET CAMINHOES - TODOS;55
502006-9;CHEVROLET - 13000 3-Eixos 2p (diesel);CHEVROLET CAMINHOES - TODOS;55
502007-7;CHEVROLET - 14000 Turbo 2p (diesel);CHEVROLET CAMINHOES - TODOS;55
502008-5;CHEVROLET - 14000 Turbo 3-Eixos 2p (diesel);CHEVROLET CAMINHOES - TODOS;55
502009-3;CHEVROLET - 19000 2p (diesel);CHEVROLET CAMINHOES - TODOS;55
502010-7;CHEVROLET - 19000 3-Eixos 2p (diesel);CHEVROLET CAMINHOES - TODOS;55
502011-5;CHEVROLET - 21000 2p (diesel);CHEVROLET CAMINHOES - TODOS;55
502012-3;CHEVROLET - 22000 2p (diesel);CHEVROLET CAMINHOES - TODOS;55
502013-1;CHEVROLET - 6000 2p (diesel);CHEVROLET CAMINHOES - TODOS;55
502014-0;CHEVROLET - C-60 2p (Gas.);CHEVROLET CAMINHOES - TODOS;55
502015-8;CHEVROLET - D-40 2p (diesel);CHEVROLET CAMINHOES - TODOS;55
502016-6;CHEVROLET - D-60 2p (diesel);CHEVROLET CAMINHOES - TODOS;55
502017-4;CHEVROLET - D-70 2p (diesel);CHEVROLET CAMINHOES - TODOS;55
010029-3;Chrysler - 300 C 3.5 V6 249cv;CHRYSLER - TODOS;56
010024-2;Chrysler - 300 C 5.7 V8 16V 340cv Aut.;CHRYSLER - TODOS;56
010027-7;Chrysler - 300 C SRT8 6.1 V8 16V 431cv Aut;CHRYSLER - TODOS;56
010026-9;Chrysler - 300 C Touring 5.7 V8 16V 340cv Aut.;CHRYSLER - TODOS;56
010014-5;Chrysler - 300 M 3.5;CHRYSLER - TODOS;56
010008-0;Chrysler - Caravan LE  3.3;CHRYSLER - TODOS;56
010023-4;Chrysler - Caravan LX 3.3 V6 182cv;CHRYSLER - TODOS;56
010009-9;Chrysler - Caravan LX 3.8;CHRYSLER - TODOS;56
010001-3;Chrysler - Caravan SE 2.4/3.3;CHRYSLER - TODOS;56
010015-3;Chrysler - Cirrus LXi 2.5 V6 24V;CHRYSLER - TODOS;56
010016-1;Chrysler - Gran Caravan SE 3.3 V6;CHRYSLER - TODOS;56
010007-2;Chrysler - Grand Caravan LE 3.3 Aut;CHRYSLER - TODOS;56
010021-8;Chrysler - Grand Caravan Limited 3.3 V6 12V 182cv;CHRYSLER - TODOS;56
010010-2;Chrysler - Grand Caravan LX 3.8;CHRYSLER - TODOS;56
010017-0;Chrysler - LE Baron 3.0 V6;CHRYSLER - TODOS;56
010018-8;Chrysler - LE Baron 3.0 V6 Conv.;CHRYSLER - TODOS;56
010011-0;Chrysler - Neon LE 1.8;CHRYSLER - TODOS;56
010002-1;Chrysler - Neon LE/Highline 2.0;CHRYSLER - TODOS;56
